"codice-isil";"codice-sbn";"denominazione";"indirizzo";"frazione";"cap";"comune";"codice istat comune";"provincia";"regione";"codice istat provincia";"latitudine";"longitudine";"telefono";"fax";"email";"url"
"IT-MN0025";"";"Biblioteca comunale 'Siro De Padova'";"Piazza Garibaldi 14";"";"46030";"Dosolo";"020022";"Mantova";"LOMBARDIA";"020";"44,97707";"10,64338";"+39 037589872";"+39 0375899027";"biblioteca@comune.dosolo.mn.it";"www.biblioteche.mn.it/la-rete-delle-biblioteche/Dosolo/"
"IT-MN0026";"";"Biblioteca comunale Cesare Zavattini - Sede di Felonica";"Piazza Cadmo Bonzagni 6";"";"46028";"Sermide e Felonica";"020061";"Mantova";"LOMBARDIA";"020";"44,982511";"11,352729";"+39 3334923703";"+39 0386660038";"biblioteca.felonica@comune.sermideefelonica.mn.it";"www.biblioteche.mn.it/la-rete-delle-biblioteche/Felonica/"
"IT-MN0028";"";"Biblioteca comunale Aldo Placchi";"Via Roma 19";"";"46010";"Gazzuolo";"020025";"Mantova";"LOMBARDIA";"020";"45,0691907";"10,5833542";"+39 03766924030";"";"biblioteca@comune.gazzuolo.mn.it";""
"IT-MN0029";"";"Biblioteca comunale";"Via Dante Alighieri 42";"";"46044";"Goito";"020026";"Mantova";"LOMBARDIA";"020";"45,2561574";"10,6731153";"+39 0376688302";"+39 0376689014";"biblioteca@comune.goito.mn.it";"https://www.biblioteche.mn.it/la-rete-delle-biblioteche/goito/"
"IT-MN0030";"";"Biblioteca comunale Franco Messora";"Viale Fiera Millenaria 64";"";"46023";"Gonzaga";"020027";"Mantova";"LOMBARDIA";"020";"44,9472279";"10,8204158";"+39 037658147";"+39 0376528551";"biblioteca@comune.gonzaga.mn.it";"www.biblioteche.mn.it"
"IT-MN0031";"";"Biblioteca comunale Arianna Fornari";"Piazza Marconi 1";"";"46040";"Guidizzolo";"020028";"Mantova";"LOMBARDIA";"020";"45,318712";"10,5821135";"+39 03761620432";"+39 0376840435";"biblioteca@comune.guidizzolo.mn.it";"www.comune.guidizzolo.mn.it"
"IT-MN0032";"";"Biblioteca comunale";"Piazza G. Marconi 5";"";"46020";"Magnacavallo";"020029";"Mantova";"LOMBARDIA";"020";"44,9676744";"11,0819565";"+39 038655151";"+39 038655522";"bibliotecacomunale@comune.magnacavallo.mn.it";"www.biblioteche.mn.it/la-rete-delle-biblioteche/magnacavallo/"
"IT-MN0034";"LO19A";"Biblioteca dei Conti d'Arco";"piazza C. D'Arco 4";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1606955";"10,7891573";"+390376322242";"+39 0376369544";"biblioteca@museodarcomantova.it";"www.museodarcomantova.it"
"IT-MN0035";"LO112";"Biblioteca comunale Teresiana";"Via R. Ardigò 13";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1580358";"10,7972143";"+39 0376338460";"+39 03762738080";"biblioteca.comunale@comune.mantova.it";"https://www.bibliotecateresiana.it"
"IT-MN0038";"";"Biblioteca dell'Associazione industriali della provincia di Mantova";"Via Portazzolo 9";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1615595";"10,7883394";"+39 03762371";"+39 0376237216";"info@assind.mn.it";"http://www.assind.mn.it"
"IT-MN0039";"";"Biblioteca dell'Archivio di Stato di Mantova";"via Roberto Ardigò 11";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,158238";"10,7968148";"+39 0376324441";"+39 0376222554";"as-mn@cultura.gov.it";"http://www.asmantova.beniculturali.it/index.php?it/99/biblioteca"
"IT-MN0040";"LO115";"Biblioteca dell'Accademia nazionale virgiliana";"Via Accademia 47";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,15833";"10,7977";"+39 0376320314";"";"info@accademianazionalevirgiliana.org";"https://www.facebook.com/scienzeletterearti/"
"IT-MN0041";"PBE23";"Biblioteca del Seminario Vescovile di Mantova";"Via Fratelli Cairoli, 20";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1609488";"10,7965877";"+39 0376.402216";"";"biblioteca@seminariodimantova.it";"http://www.seminariodimantova.it"
"IT-MN0043";"";"Biblioteca comunale ""Filippo Martani""";"Via Crispi 83";"";"46010";"Marcaria";"020031";"Mantova";"LOMBARDIA";"020";"45,11984";"10,5343699";"+39 0376950080";"";"biblioteca@comune.marcaria.mn.it";"https://www.biblioteche.mn.it/la-rete-delle-biblioteche/biblioteca-comunale-filippo-martani-marcaria"
"IT-MN0044";"";"Biblioteca comunale di Mariana Mantovana";"Via Matteotti 15";"";"46010";"Mariana Mantovana";"020032";"Mantova";"LOMBARDIA";"020";"45,192967";"10,485327";"+39 0376735005";"+39 0376735313";"biblioteca@comune.mariana.mn.it";"https://www.biblioteche.mn.it/la-rete-delle-biblioteche/Mariana-Mantovana/"
"IT-MN0046";"";"Biblioteca comunale 'M.Bozzini'";"Piazza Roma 6";"";"46045";"Marmirolo";"020033";"Mantova";"LOMBARDIA";"020";"45,3019971";"10,7174688";"+39 0376466711";"+39 0376294045";"biblioteca@comune.marmirolo.mn.it";"http://www.biblioteche.mn.it/la-rete-delle-biblioteche/marmirolo/"
"IT-MN0047";"";"Biblioteca comunale";"Via Roma 10";"";"46046";"Medole";"020034";"Mantova";"LOMBARDIA";"020";"45,3251013";"10,5107625";"+39 0376868545";"+39 0376868545";"scuola.cultura@comune.medole.mn.it";"www.comune.medole.mn.it"
"IT-MN0048";"";"Biblioteca comunale di Moglia";"Via G. Romano 5";"";"46024";"Moglia";"020035";"Mantova";"LOMBARDIA";"020";"44,9341134";"10,9129244";"+39 0376511450";"+39 0376511450";"biblioteca.moglia@gmail.com";"www.biblioteche.mn.it"
"IT-MN0049";"";"Biblioteca comunale";"Piazza Beato Zefirino Agostini 6";"";"46040";"Monzambano";"020036";"Mantova";"LOMBARDIA";"020";"45,387455";"10,69407";"+39 0376809322";"+39 0376809348";"biblioteca@comune.monzambano.mn.it";"https://www.biblioteche.mn.it/la-rete-delle-biblioteche/monzambano/"
"IT-MN0052";"";"Fondo musicale Giuseppe Greggiati";"Piazza Cornelio Nepote 2";"";"46035";"Ostiglia";"020038";"Mantova";"LOMBARDIA";"020";"45,066335043535";"11,132327609787";"+39 0386802119";"+39 0386800215";"biblioteca.greggiati@comune.ostiglia.mn.it";"http://www.comune.ostiglia.mn.it/"
"IT-MN0054";"";"Biblioteca comunale di Ostiglia";"Piazza Cornelio Nepote 2";"";"46035";"Ostiglia";"020038";"Mantova";"LOMBARDIA";"020";"45,066076";"11,132457";"+39 0386300291";"+39 0386800215";"ufficio.biblioteca@comune.ostiglia.mn.it";"www.comune.ostiglia.mn.it"
"IT-MN0055";"";"Centro Culturale Livia Bottardi Milani";"Piazza Vittorio Veneto 14";"";"46020";"Pegognaga";"020039";"Mantova";"LOMBARDIA";"020";"44,9963852";"10,8595833";"+39 03765546401";"+39 0376550071";"biblioteca@centroculturalepegognaga.it";"www.centroculturalepegognaga.it"
"IT-MN0057";"";"Biblioteca comunale. Pieve di Corano";"Via A. Gramsci 5";"Località Pieve di Coriano";"46036";"Borgo Mantovano";"020072";"Mantova";"LOMBARDIA";"020";"45,0334097";"11,1070485";"+39 038646001";"+39 038639391";"biblioteca.pievedicoriano@comune.borgomantovano.mn.it";"https://comune.borgomantovano.mn.it/contenuti/101122/biblioteca-municipale-pieve-coriano"
"IT-MN0059";"";"Biblioteca comunale Arnoldo Mondadori";"Piazza I Maggio 9";"";"46025";"Poggio Rusco";"020042";"Mantova";"LOMBARDIA";"020";"44,9775399";"11,1191992";"+39 038651057";"+39 0386733009";"biblioteca@comune.poggiorusco.mn.it";"www.comune.poggiorusco.mn.it"
"IT-MN0060";"";"Biblioteca comunale di Pomponesco";"Piazza XXIII Aprile 11";"";"46030";"Pomponesco";"020043";"Mantova";"LOMBARDIA";"020";"44,9271269";"10,5924385";"+39 037586021";"+39 037586325";"biblioteca@comune.pomponesco.mn.it";"www.comune.pomponesco.mn.it"
"IT-MN0061";"";"Biblioteca comunale";"Via Marconi";"";"46040";"Ponti sul Mincio";"020044";"Mantova";"LOMBARDIA";"020";"45,4109028";"10,6871419";"+39 0376808057";"+39 037688296";"biblioteca@comune.pontisulmincio.mn.it";"http://www.biblioteche.mn.it/la-rete-delle-biblioteche/ponti-sul-mincio/"
"IT-MN0063";"";"Biblioteca comunale";"piazza Italia 24";"";"46020";"Quingentole";"020046";"Mantova";"LOMBARDIA";"020";"45,0387735";"11,0438769";"038642141";"+39 038642558";"";""
"IT-MN0065";"";"Biblioteca comunale";"Via C. Battisti 44";"";"46026";"Quistello";"020047";"Mantova";"LOMBARDIA";"020";"45,007077";"10,980332";"+39 0376619974";"+39 0376619884";"biblioteca@comune.quistello.mn.it";"www.comune.quistello.mn.it"
"IT-MN0067";"";"Biblioteca comunale. Revere";"Piazza Castello 11";"";"46036";"Borgo Mantovano";"020072";"Mantova";"LOMBARDIA";"020";"45,0580177";"11,1277276";"+39 038646001";"+39 0386437274";"biblioteca.revere@comune.borgomantovano.mn.it";""
"IT-MN0069";"";"Fondazione Sanguanini Rivarolo Onlus";"Via Gonzaga";"";"46017";"Rivarolo Mantovano";"020050";"Mantova";"LOMBARDIA";"020";"45,0707907";"10,4320905";"+39 0376958144";"+39 0376957036";"direzione@fondazionesanguanini.it";"www.fondazionesanguanini.it"
"IT-MN0071";"";"Biblioteca comunale";"Piazza Balestra 1";"";"46040";"Rodigo";"020051";"Mantova";"LOMBARDIA";"020";"45,198737";"10,627338";"+39 0376752639";"+39 0376684884";"biblioteca@comune.rodigo.mn.it";"https://www.comune.rodigo.mn.it/biblioteche-comunali"
"IT-MN0072";"";"BIBLIOTECA COMUNALE GIORGIO ZAMBONI";"Via Roma 37";"";"46037";"Roncoferraro";"020052";"Mantova";"LOMBARDIA";"020";"45,1336941";"10,9533482";"+39 0376663555";"+39 037663187";"biblioteca@comune.roncoferraro.mn.it";"https://www.biblioteche.mn.it/la-rete-delle-biblioteche/roncoferraro/"
"IT-MN0073";"";"Biblioteca comunale di Roverbella";"Via Solferino 12";"";"46048";"Roverbella";"020053";"Mantova";"LOMBARDIA";"020";"45,2662166";"10,767394";"+39 0376694114";"+39 0376694114";"biblioteca@comune.roverbella.mn.it";"https://www.comune.roverbella.mn.it/amministrazione/uffici/biblioteca-comunale"
"IT-MN0075";"";"Biblioteca comunale di Sabbioneta";"Via Accademia 6";"";"46018";"Sabbioneta";"020054";"Mantova";"LOMBARDIA";"020";"44,99773";"10,49199";"+39 0375220359";"";"biblioteca@comune.sabbioneta.mn.it";""
"IT-MN0077";"";"Biblioteca comunale Umberto Bellintani";"Via Dugoni";"";"46027";"San Benedetto Po";"020055";"Mantova";"LOMBARDIA";"020";"45,0426848";"10,9301809";"+39 0376623040";"+39 0376620078";"biblioteca@comune.san-benedetto-po.mn.it";"http://www.comune.san-benedetto-po.mn.it/servizi/Menu/dinamica.aspx?idSezione=235&idArea=237&idCat=2419&ID=2419&TipoElemento=categoria"
"IT-MN0078";"";"Biblioteca comunale";"Via Risorgimento 3";"";"46020";"San Giacomo delle Segnate";"020056";"Mantova";"LOMBARDIA";"020";"44,971957";"11,0329591";"+39 0376629507";"+39 0376616756";"biblioteca@comunesangiacomodellesegnate.it";"www.comune.san-giacomo-delle-segnate.mn.it"
"IT-MN0080";"";"Biblioteca comunale San Giorgio Bigarello - Sede Centro Culturale";"Via Frida Kahlo 5";"";"46051";"San Giorgio Bigarello";"020057";"Mantova";"LOMBARDIA";"020";"45,1729328";"10,8386105";"+39 0376270455";"+39 0376374198";"biblio.sg@comune.sangiorgiobigarello.mn.it";"www.facebook.com/biblioteca.sangiorgiobigarellocentroculturale/"
"IT-MN0082";"";"Biblioteca comunale";"Via Roma 21";"";"00021";"San Giovanni del Dosso";"020058";"Mantova";"LOMBARDIA";"020";"44,968579";"11,0822114";"+39 0386757314";"+39 0386757131";"sociali@comune.sangiovannideldosso.mn.it";""
"IT-MN0083";"";"Biblioteca comunale di San Martino dall'Argine";"Via Carrobbio 3";"";"46010";"San Martino dall'Argine";"020059";"Mantova";"LOMBARDIA";"020";"45,0974";"10,51855";"+39 03761374570";"+39 0376920996";"info@comune.sanmartinodallargine.mn.it";"www.biblioteche.mn.it/la-rete-delle-biblioteche/biblioteca-comunale-san-martino-dall-argine/"
"IT-MN0084";"";"Biblioteca comunale di Schivenoglia";"Via G. Matteotti 49";"";"46020";"Schivenoglia";"020060";"Mantova";"LOMBARDIA";"020";"44,9952803";"11,072826";"+39 038658141";"+39 038658124";"biblioteca@comune.schivenoglia.mn.it";""
"IT-MN0085";"";"Biblioteca comunale";"Via Zambelli 7";"";"46028";"Sermide e Felonica";"020061";"Mantova";"LOMBARDIA";"020";"45,003896";"11,2955042";"+39 0386960269";"+39 0386960261";"biblioteca.sermide@comune.sermideefelonica.mn.it";"https://www.comune.sermideefelonica.mn.it/"
"IT-MN0087";"";"Biblioteca comunale";"Via Cavriana 63";"";"46040";"Solferino";"020063";"Mantova";"LOMBARDIA";"020";"45,36351";"10,5679101";"+39 0376855174";"+39 0376855589";"cultura.istruzione@comune.solferino.mn.it";"http://www.comune.solferino.mn.it/index.php?option=com_content&view=article&id=42:biblioteca&catid=46&Itemid=214&jjj=1592306398745"
"IT-MN0088";"";"Biblioteca comunale";"Via XX Settembre 66";"";"46030";"Sustinente";"020064";"Mantova";"LOMBARDIA";"020";"45,0685057";"11,0219946";"+39 0386390160";"+39 0386437079";"biblioteca@comune.sustinente.mn.it";"http://www.comune.sustinente.mn.it/elenco.aspx?c=1&sc=26&ssc=27"
"IT-MN0089";"";"Biblioteca comunale Luigi Parazzi";"Via A. Manzoni 4";"";"46019";"Viadana";"020066";"Mantova";"LOMBARDIA";"020";"44,927206";"10,520374700000048";"+39 0375820900";"+39 0375820919";"biblioteca@comune.viadana.mn.it";"https://opac.provincia.mantova.it/la-rete-delle-biblioteche/biblioteca-comunale-luigi-parazzi-viadana/"
"IT-MN0090";"";"BIBLIOTECA COMUNALE. Villa Poma";"Via Roma Sud 13";"";"46036";"Borgo Mantovano";"020072";"Mantova";"LOMBARDIA";"020";"44,9979665";"11,1138285";"+39 038646001";"+39 0386565137";"biblioteca.villapoma@comune.borgomantovano.mn.it";""
"IT-MN0092";"";"Biblioteca 'D. Montini' di Borgoforte";"Via Parmense 35";"Borgoforte";"46034";"Borgo Virgilio";"020071";"Mantova";"LOMBARDIA";"020";"45,0513196";"10,7504707";"+39 0376641469";"+39 0376440024";"bibliotecabf@comune.borgovirgilio.mn.it";"https://www.borgovirgilio.gov.it/biblioteca"
"IT-MN0093";"";"Biblioteca comunale";"Via B.P. Montaldi 15";"";"46049";"Volta Mantovana";"020070";"Mantova";"LOMBARDIA";"020";"45,3101298";"10,6626455";"+39 0376839461";"+39 0376839439";"biblioteca@comune.volta.mn.it";"www.biblioteche.mn.it"
"IT-MN0096";"";"Biblioteca di Quartiere Te Brunetti";"Via Facciotto 5";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1456757";"10,7871004";"+39 0376326990";"";"centrolettura.tebrunetti@retecivica.comune.mantova.it";"http://www.bibliotecabaratta.it/index.php/it/sistema-bibliotecario-grande-mantova/28-biblioteche-di-quartiere-di-mantova"
"IT-MN0097";"";"Biblioteca di Quartiere Borgochiesanuova";"Viale Europa 31";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,147836";"10,7704382";"+39 0376262027";"";"centrolettura.borgochiesanuova@retecivica.comune.mantova.it";"http://www.bibliotecabaratta.it/index.php/it/sistema-bibliotecario-grande-mantova/28-biblioteche-di-quartiere-di-mantova"
"IT-MN0098";"";"Biblioteca comunale Gianni Bosio";"Piazza XXV Aprile 1";"";"46011";"Acquanegra sul Chiese";"020001";"Mantova";"LOMBARDIA";"020";"45,162196";"10,431289";"+39 037679101";"+39 0376727206";"biblioteca.acquanegra@gmail.com";""
"IT-MN0102";"";"Piazzalunga Cultura Suzzara";"Viale Zonta";"";"46029";"Suzzara";"020065";"Mantova";"LOMBARDIA";"020";"44,9926609";"10,748322";"+39 0376531282";"+39 0376535841";"piazzalunga@comune.suzzara.mn.it";"www.comune.suzzara.mn.it"
"IT-MN0105";"";"Centro di lettura della Casa circondariale";"via C. Poma 3";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1538347";"10,7876367";"+390376328829";"+39 0376323430";"cc.mantova@giustizia.it";""
"IT-MN0106";"";"Biblioteca del Centro sportivo italiano";"Piazza Virgiliana 55";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1630993";"10,7938211";"+39 0376321697";"+39 0376320660";"csi.mantova@csi.lombardia.it";""
"IT-MN0114";"";"Biblioteca del Museo civico Antonio Parazzi";"via G. Verdi 2";"";"46019";"Viadana";"020066";"Mantova";"LOMBARDIA";"020";"44,9260532";"10,5206055";"+390375833162";"+39 037582854";"museo@muviviadana.org";"muviviadana.it"
"IT-MN0116";"";"Biblioteca del Servizio igiene e sanità pubblica dell'Azienda sanitaria locale della provincia di Mantova";"Via dei Toscani 1";"";"46030";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,146975";"10,7539856";"+39 0376334920";"+39 0376334919";"";""
"IT-MN0117";"";"Biblioteca e Centro di documentazione della Camera di commercio di Mantova";"Via Calvi 28";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1572137";"10,794133";"+39 03762341";"+39 0376234259";"biblioteca@mn.camcom.it";"https://www.mn.camcom.gov.it/"
"IT-MN0120";"LO114";"Biblioteca Mediateca Gino Baratta";"Corso G. Garibaldi 88";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1486229";"10,7963276";"+39 0376352711";"";"biblioteca.baratta@comune.mantova.it";"www.bibliotecabaratta.it"
"IT-MN0121";"LO122";"Biblioteca di Quartiere Lunetta";"Viale Lombardia 16";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,160689";"10,8239457";"+39 0376370712";"+39 0376370712";"biblioteche.servizi@comune.mantova.it";"http://www.bibliotecabaratta.it/index.php/it/sistema-bibliotecario-grande-mantova/28-biblioteche-di-quartiere-di-mantova"
"IT-MN0122";"PBE14";"Biblioteca dell'Archivio storico diocesano di Mantova";"Piazza Sordello, 15";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1604977";"10,7970488";"+39 0376.319519";"+39 0376.224740";"archiviostorico@diocesidimantova.it";""
"IT-MN0124";"LO154";"Biblioteca Luigi Gatti, del Conservatorio Lucio Campiani";"via della Conciliazione 33";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1544960765573";"10,7841274871719";"0376368362";"";"biblioteca@conservatoriomantova.com";"http://www.conservatoriomantova.com/it/"
"IT-MN0125";"";"Biblioteca della Parrocchia dell'Immacolata Concezione";"Via G. Mazzini 4";"";"46029";"Suzzara";"020065";"Mantova";"LOMBARDIA";"020";"44,9914307";"10,7449221";"+39 0376532961";"+39 0376532961";"";""
"IT-MN0127";"MILSD";"Biblioteca del Complesso museale di Palazzo Ducale di Mantova";"piazza Paccagnini 3";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1597320559102";"10,7989319239425";"+39 0376352111";"+39 0376366274";"pal-mn@cultura.gov.it";"http://www.mantovaducale.beniculturali.it"
"IT-MN0129";"";"Biblioteca dell'Associazione Ecologica Museo Oglio Chiese - Aemoc";"Piazza Gramsci 79";"";"46013";"Canneto sull'Oglio";"020008";"Mantova";"LOMBARDIA";"020";"45,1488907";"10,3788645";"+39 3345026065";"+39 037670175";"ogliochiese.museo@virgilio.it";""
"IT-MN0130";"";"Biblioteca della Fondazione Francioli Nuvolari";"Piazza Roma 65";"";"46039";"Villimpenta";"020068";"Mantova";"LOMBARDIA";"020";"45,1458328";"11,0313966";"+39 0376667108";"";"";""
"IT-MN0131";"";"BIBLIOTECA COMUNALE GAZOLDO DEGLI IPPOLITI";"Via G. Marconi 126";"";"46040";"Gazoldo degli Ippoliti";"020024";"Mantova";"LOMBARDIA";"020";"45,199449";"10,5805542";"+39 0376657701";"+39 0376657488";"biblioteca@comune.gazoldo.mn.it";"opac.provincia.mantova.it/la-rete-del-biblioteche/biblioteca-comunale-gazoldo-degli-ippoliti/"
"IT-MN0132";"";"Biblioteca del Museo civico Polironiano";"Piazza Teofilo Folengo 22";"";"46027";"San Benedetto Po";"020055";"Mantova";"LOMBARDIA";"020";"45,0295388";"10,9252392";"+39 0376623050";"+39 0376620078";"bibliomcp@comune.san-benedetto-po.mn.it";"www.turismosanbenedettopo.it"
"IT-MN0133";"";"Biblioteca del Gruppo archeologico ostigliese";"Piazza Cornelio Nepote 2";"";"46035";"Ostiglia";"020038";"Mantova";"LOMBARDIA";"020";"45,066076";"11,132457";"+39 3383091512";"";"gruppoarcheologicoostigliese@gmail.com";"www.comune.ostiglia.mn.it"
"IT-MN0137";"";"Biblioteca del Museo archeologico dell'Alto mantovano";"piazza Castello 5";"";"46040";"Cavriana";"020018";"Mantova";"LOMBARDIA";"020";"45,351529";"10,600816";"0376806330";"+39 0376806330";"direzione@museocavriana.it";"www.museocavriana.it"
"IT-MN0138";"";"Biblioteca del Museo internazionale della Croce rossa";"via G. Garibaldi 50";"";"46043";"Castiglione delle Stiviere";"020017";"Mantova";"LOMBARDIA";"020";"45,3894187";"10,4924494";"0376638505";"+39 0376631107";"info@micr.it";"http://www.micr.it"
"IT-MN0139";"";"Biblioteca del Museo civico di Palazzo Te";"Viale Te 13";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1469525";"10,7888004";"+39 0376338791";"+39 0376363883";"museicivici@comune.mantova.it";"www.palazzote.it"
"IT-MN0141";"";"Centro servizi e documentazione in educazione sanitaria";"Viale Piave 28";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1529773";"10,7820124";"+39 0376334035";"+39 0376334034";"educazionesanitaria@aslmn.it";"http://www.aslmn.it"
"IT-MN0142";"";"Biblioteca Polo Museale Vespasiano Gonzaga";"Via dell'Assunta 7";"";"46018";"Sabbioneta";"020054";"Mantova";"LOMBARDIA";"020";"44,9996772";"10,4906065";"+39 037552604";"+39 0375528097";"info@museisabbioneta.it";"www.museisabbioneta.it"
"IT-MN0143";"";"Biblioteca del Museo civico. Sezione del giocattolo Giulio Superti Furga";"Piazza Gramsci, 79";"";"46013";"Canneto sull'Oglio";"020008";"Mantova";"LOMBARDIA";"020";"45,1495793";"10,3789924";"+39 037670671";"+39 0376724010";"cannetocultura@libero.it";"http://www.comune.canneto.mn.it/index.php?option=com_content&view=article&id=412:biblioteca-comunale-enzo-favalli&catid=99&Itemid=452"
"IT-MN0144";"LO130";"Biblioteca dell'Istituto mantovano di storia contemporanea";"Corso G. Garibaldi 88";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,148582";"10,7958619";"+39 0376352713";"";"ist.storia@comune.mantova.it";"http://www.italia-resistenza.it/rete/insmli/imsc-mantova/"
"IT-MN0146";"PMIMN";"Biblioteca del Polo territoriale di Mantova del Politecnico di Milano";"Piazza D'Arco, 3";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1604487";"10,7889332";"+39 02.23997021";"";"biblioteca-mantova@polimi.it";"https://www.polo-mantova.polimi.it/il-polo/vivere-il-campus/biblioteca"
"IT-MN0147";"";"Biblioteca comunale Colle Aperto";"Via Salvemini 2";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1818463";"10,7920432";"+39 0376392391";"";"info@centroaperto.it";"http://www.bibliotecabaratta.it/index.php/it/sistema-bibliotecario-grande-mantova/28-biblioteche-di-quartiere-di-mantova"
"IT-MN0148";"";"Biblioteca e Archivio della Camera del lavoro territoriale di Mantova";"Via A. Altobelli 5";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1459205";"10,7807452";"+39 03762021";"+39 0376320453";"segreteriamantova@cgil.lombardia.it";""
"IT-MN0150";"";"Biblioteca e Archivio don Primo Mazzolari";"Via Castello 15";"";"46012";"Bozzolo";"020007";"Mantova";"LOMBARDIA";"020";"45,1070103";"10,4830352";"+39 0376920726";"+39 0376920206";"info@fondazionemazzolari.it";"https://fondazionemazzolari.it"
"IT-MN0152";"";"Biblioteca del Museo diocesano Francesco Gonzaga";"piazza Virgiliana, 55";"";"46100";"Mantova";"020030";"Mantova";"LOMBARDIA";"020";"45,1630993";"10,7938211";"+39 0376.320602";"+39 0376.320602";"museofgonzaga@alice.it";"http://www.museodiocesanomantova.it"
"IT-MN0193";"";"Biblioteca del MAST Castel Goffredo - museo della città";"Andrea Botturi, 3";"";"46042";"Castel Goffredo";"020015";"Mantova";"LOMBARDIA";"020";"45,2975053";"10,475508499999933";"+39 0376.771006";"";"direzione@mastcastelgoffredo.it";""
"IT-MN0194";"";"Biblioteca comunale Falcone Borsellino";"Strada Canova";"";"46047";"Porto Mantovano";"020045";"Mantova";"LOMBARDIA";"020";"45,186346";"10,8063481";"+39 0376396597";"";"bibliotecamontacarra@comune.porto-mantovano.mn.it";"www.biblioteche.mn.it"
"IT-MN0195";"";"Biblioteca Comunale Gianni Rodari";"Via Roma 56";"";"46039";"Villimpenta";"020068";"Mantova";"LOMBARDIA";"020";"45,1454268";"11,0303654";"+39 0376573004";"";"biblioteca.villimpenta@hotmail.it";"http://www.biblioteche.mn.it/la-rete-delle-biblioteche/villimpenta/"
"IT-MN0196";"";"Biblioteca comunale";"Piazza Castello 8";"";"46010";"Redondesco";"020048";"Mantova";"LOMBARDIA";"020";"45,1666328";"10,5129385";"+39 0376954141";"";"biblioteca@comune.redondesco.mn.it";"https://www.biblioteche.mn.it/la-rete-delle-biblioteche/biblioteca-di-redondesco/"
"IT-MN0197";"";"Biblioteca comunale";"Piazza Cavallara 17";"";"46040";"Piubega";"020041";"Mantova";"LOMBARDIA";"020";"45,22914981556629";"10,536183120129378";"+39 0376655240";"";"biblioteca@comune.piubega.mn.it";"https://www.biblioteche.mn.it/la-rete-delle-biblioteche/biblioteca-comunale-piubega/"
"IT-MN0198";"";"Biblioteca della Società Storica Viadanese";"Piazza Matteotti 5";"";"46019";"Viadana";"020066";"Mantova";"LOMBARDIA";"020";"44,9260577";"10,5206759";"+39 3494630779";"";"storicaviadana@gmail.com";"https://www.biblioteche.mn.it/la-rete-delle-biblioteche/biblioteca-societa-storica-viadanese-viadana/"
"IT-MN0199";"";"Biblioteca di Istituto “Francesco Gonzaga”";"Via F.lli Lodrini, 32";"";"46043";"Castiglione delle Stiviere";"020017";"Mantova";"LOMBARDIA";"020";"45,3975742";"10,4802175";"+39 0376638018";"";"mnis00300g@istruzione.it";"https://bibliotechescolastiche.mn.it/"
"IT-MN0200";"";"Biblioteca di Pozzolo sul Mincio";"Via Roma, 57/B";"Pozzolo sul Mincio";"46045";"Marmirolo";"020033";"Mantova";"LOMBARDIA";"020";"45,303757";"10,714668";"+39 3204343659";"";"biblioteca@comune.marmirolo.mn.it";""
"IT-MN0201";"";"Biblioteca comunale di Castelnuovo";"Via Bellini, 30/A";"Castelnuovo";"46041";"Asola";"020002";"Mantova";"LOMBARDIA";"020";"45,2475528";"10,4530016";"+39 0376 733011";"";"biblioteca.castelnuovo@comune.asola.mn.it";"https://www.comune.asola.mn.it/vivere-il-comune/luoghi/biblioteca-di-castelnuovo-di-asola/"
"IT-MO0002";"MODBT";"Biblioteca comunale";"Piazza Repubblica 57";"";"41030";"Bastiglia";"036001";"Modena";"EMILIA-ROMAGNA";"036";"44,7265687988856";"11,0001880073403";"+39 059800912";"+39 059815132";"cultura@comune.bastiglia.mo.it";"www.comune.bastiglia.mo.it"
